time,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windBearing,cloudCover,uvIndex,visibility
1304380800,80.65,86.25,75.19,0.84,1008.5,0.0,,0.44,1.0,3.73
1304467200,82.48,91.01,76.99,0.84,1008.4,11.51,131.0,0.75,1.0,4.346
1304553600,82.48,92.93,78.81,0.89,1009.2,3.46,41.0,0.44,1.0,6.216
1304640000,80.65,87.67,76.99,0.89,1010.0,3.46,110.0,0.44,1.0,6.216
1304726400,82.48,91.01,76.99,0.84,1008.6,2.24,,0.44,1.0,6.216
1304812800,80.65,89.44,78.81,0.9400000000000001,1007.5,4.61,60.0,0.75,1.0,6.216
1304899200,82.48,92.93,78.81,0.89,1008.3,4.61,281.0,0.44,1.0,6.216
1304985600,82.48,91.01,76.99,0.84,1009.7,11.51,230.0,0.44,1.0,6.216
1305072000,82.48,92.93,78.81,0.89,1008.2,5.74,210.0,0.44,1.0,6.216
1305158400,82.48,89.61,75.19,0.79,1008.2,6.91,210.0,0.44,1.0,6.216
1305244800,80.65,89.44,78.81,0.9400000000000001,1008.4,4.61,180.0,0.44,1.0,6.216
1305331200,80.65,89.44,78.81,0.9400000000000001,1009.3,3.46,131.0,0.75,1.0,6.216
1305417600,78.88,82.55,75.19,0.89,1011.6,6.72,60.0,0.44,1.0,6.216
1305504000,78.88,82.95,76.99,0.9400000000000001,1012.7,4.61,71.0,0.19,1.0,6.216
1305590400,78.88,83.38,78.81,1.0,1011.8,3.46,30.0,0.44,1.0,1.244
1305676800,75.25,77.17,75.19,1.0,1010.9,9.21,71.0,0.75,1.0,4.974
1305763200,78.88,82.55,75.19,0.89,1010.7,3.46,41.0,0.19,1.0,3.73
1305849600,82.48,92.93,78.81,0.89,1009.4,4.48,,0.44,1.0,6.216
1305936000,80.65,89.44,78.81,0.9400000000000001,1008.7,4.61,210.0,0.44,1.0,6.216
1306022400,82.48,92.93,78.81,0.89,1008.4,4.61,221.0,0.44,1.0,6.216
1306108800,84.27,96.26,78.81,0.84,1007.8,5.74,221.0,0.19,1.0,6.216
1306195200,84.27,96.26,78.81,0.84,1007.4,4.61,230.0,0.44,1.0,6.216
1306281600,82.48,92.93,78.81,0.89,1007.5,6.91,230.0,0.75,1.0,6.216
1306368000,75.25,77.17,75.19,1.0,1008.9,6.91,131.0,0.75,1.0,4.974
1306454400,80.65,89.44,78.81,0.9400000000000001,1007.1,0.0,,0.75,1.0,4.974
1306540800,80.65,89.44,78.81,0.9400000000000001,1007.0,2.29,131.0,0.44,1.0,5.591
1306627200,75.25,77.17,75.19,1.0,1008.8,4.48,,0.75,1.0,4.346
1306713600,75.25,77.17,75.19,1.0,1010.0,4.61,60.0,0.75,1.0,6.216
1306800000,75.25,77.17,75.19,1.0,1009.0,2.29,50.0,0.75,1.0,3.108
1306886400,80.65,86.25,75.19,0.84,1007.3,6.72,,0.44,1.0,6.216
1306972800,80.65,87.67,76.99,0.89,1008.9,4.61,90.0,0.44,1.0,6.216
1307059200,82.48,91.01,76.99,0.84,1009.5,6.91,170.0,0.19,1.0,6.216
1307145600,82.48,95.14,80.58,0.9400000000000001,1008.4,3.46,120.0,0.19,1.0,5.591
1307232000,78.88,82.95,76.99,0.9400000000000001,1008.6,4.61,60.0,0.44,1.0,5.591
1307318400,78.88,82.55,75.19,0.89,1009.6,3.46,11.0,0.44,1.0,6.216
1307404800,77.06,79.15,76.99,1.0,1009.7,3.46,251.0,0.75,1.0,6.216
1307491200,82.48,88.38,73.39,0.74,1008.7,0.0,,0.44,1.0,6.216
1307577600,80.65,86.25,75.19,0.84,1006.5,4.48,,0.44,1.0,3.108
1307664000,80.65,89.44,78.81,0.9400000000000001,1007.7,9.21,230.0,0.75,1.0,6.216
1307750400,78.88,81.84,71.61,0.78,1007.7,6.91,251.0,0.75,1.0,6.216
1307836800,78.88,82.18,73.39,0.8300000000000001,1009.0,9.21,230.0,0.75,1.0,6.216
1307923200,77.06,78.62,73.39,0.88,1008.9,3.46,50.0,0.75,1.0,6.216
1308009600,75.25,76.89,73.39,0.9400000000000001,1009.5,3.46,60.0,0.75,1.0,6.216
1308096000,77.06,78.62,73.39,0.88,1009.0,2.29,290.0,0.75,1.0,4.346
1308182400,80.65,87.67,76.99,0.89,1008.7,6.91,230.0,0.44,1.0,6.216
1308268800,78.88,82.95,76.99,0.9400000000000001,1007.1,3.46,251.0,0.75,1.0,6.216
1308355200,75.25,77.17,75.19,1.0,1007.0,2.29,251.0,0.75,1.0,6.216
1308441600,75.25,76.89,73.39,0.9400000000000001,1006.1,12.67,230.0,0.75,1.0,6.216
1308528000,78.88,82.18,73.39,0.8300000000000001,1006.8,8.05,221.0,0.75,1.0,6.216
1308614400,80.65,87.67,76.99,0.89,,10.35,221.0,0.75,1.0,6.216
1308700800,80.65,87.67,76.99,0.89,1005.9,9.21,210.0,0.44,1.0,6.216
1308787200,78.88,82.55,75.19,0.89,1004.3,13.82,230.0,0.75,1.0,6.216
1308873600,80.65,87.67,76.99,0.89,1003.7,10.35,221.0,0.75,1.0,6.216
1308960000,78.88,82.55,75.19,0.89,1006.0,11.51,200.0,0.44,1.0,6.216
1309046400,80.65,86.25,75.19,0.84,1008.2,3.46,210.0,0.75,1.0,6.216
1309132800,80.65,89.44,78.81,0.9400000000000001,1008.9,6.91,221.0,0.44,1.0,4.974
1309219200,80.65,87.67,76.99,0.89,1008.1,8.05,221.0,0.19,1.0,4.974
1309305600,80.65,87.67,76.99,0.89,1008.6,8.05,200.0,0.75,1.0,6.216
1309392000,75.25,76.89,73.39,0.9400000000000001,1008.8,12.67,230.0,0.75,1.0,4.974
1309478400,75.25,77.17,75.19,1.0,1009.9,1.16,41.0,0.75,1.0,1.4889999999999999
1309564800,75.25,77.17,75.19,1.0,1009.6,2.29,11.0,0.19,1.0,3.108
1309651200,80.65,87.67,76.99,0.89,1009.4,3.46,270.0,0.44,1.0,6.216
1309737600,75.25,77.17,75.19,1.0,1009.7,5.74,11.0,0.44,1.0,1.862
1309824000,75.25,76.89,73.39,0.9400000000000001,1010.0,4.61,30.0,0.75,1.0,3.73
1309910400,73.45,75.18,73.39,1.0,1008.4,6.91,41.0,0.75,1.0,3.73
1309996800,80.65,89.44,78.81,0.9400000000000001,1008.2,3.46,221.0,0.44,1.0,3.73
1310083200,78.88,82.95,76.99,0.9400000000000001,1009.1,4.48,,0.75,1.0,4.974
1310169600,80.65,86.25,75.19,0.84,1007.8,10.35,221.0,0.19,1.0,6.216
1310256000,80.65,86.25,75.19,0.84,1006.4,6.91,200.0,0.19,1.0,6.216
1310342400,78.88,82.55,75.19,0.89,1005.7,2.24,,0.75,1.0,6.216
1310428800,80.65,86.25,75.19,0.84,1006.0,6.91,210.0,0.44,1.0,6.216
1310515200,78.88,82.95,76.99,0.9400000000000001,1006.6,4.61,161.0,0.44,1.0,4.974
1310601600,78.88,82.95,76.99,0.9400000000000001,1007.2,6.91,200.0,0.75,1.0,6.216
1310688000,77.06,78.62,73.39,0.88,1007.9,3.46,251.0,0.75,1.0,6.216
1310774400,80.65,86.25,75.19,0.84,1008.4,8.05,210.0,0.19,1.0,6.216
1310860800,80.65,85.4,73.39,0.79,1008.0,8.05,221.0,0.44,1.0,6.216
1310947200,78.88,82.95,76.99,0.9400000000000001,1008.5,10.35,230.0,0.44,1.0,6.216
1311033600,80.65,87.67,76.99,0.89,1007.3,9.21,210.0,0.44,1.0,6.216
1311120000,80.65,87.67,76.99,0.89,1008.8,10.35,210.0,0.44,1.0,6.216
1311206400,80.65,87.67,76.99,0.89,1009.1,4.61,251.0,0.19,1.0,6.216
1311292800,77.06,78.88,75.19,0.9400000000000001,1008.8,4.61,320.0,0.75,1.0,6.216
1311379200,80.65,85.4,73.39,0.79,1007.5,1.16,270.0,0.44,1.0,6.216
1311465600,75.25,77.17,75.19,1.0,1006.7,9.21,221.0,0.75,1.0,3.73
1311552000,75.25,77.17,75.19,1.0,1009.0,2.29,320.0,0.75,1.0,2.488
1311638400,77.06,78.88,75.19,0.9400000000000001,1009.2,3.46,311.0,0.75,1.0,6.216
1311724800,77.06,79.15,76.99,1.0,1007.8,6.91,240.0,0.75,1.0,4.346
1311811200,75.25,77.17,75.19,1.0,1006.4,1.16,251.0,0.44,1.0,5.591
1311897600,77.06,78.88,75.19,0.9400000000000001,1005.7,8.05,240.0,0.75,1.0,6.216
1311984000,75.25,77.17,75.19,1.0,1005.8,11.51,240.0,0.75,1.0,6.216
1312070400,77.06,78.88,75.19,0.9400000000000001,1006.6,9.21,221.0,0.75,1.0,4.974
1312156800,75.25,77.17,75.19,1.0,1007.2,1.16,311.0,0.75,1.0,3.108
1312243200,78.88,82.55,75.19,0.89,1009.0,3.46,80.0,0.75,1.0,4.346
1312329600,78.88,83.38,78.81,1.0,1010.3,2.29,50.0,0.19,1.0,1.244
1312416000,80.65,89.44,78.81,0.9400000000000001,1008.9,3.46,240.0,0.19,1.0,2.609
1312502400,80.65,87.67,76.99,0.89,1006.8,8.05,240.0,0.44,1.0,6.216
1312588800,78.88,83.38,78.81,1.0,1006.4,8.05,240.0,0.44,1.0,6.216
1312675200,80.65,89.44,78.81,0.9400000000000001,1006.6,12.67,210.0,0.75,1.0,6.216
1312761600,78.88,83.38,78.81,1.0,1008.7,0.0,,0.75,1.0,6.216
1312848000,80.65,89.44,78.81,0.9400000000000001,1008.7,6.91,240.0,0.44,1.0,6.216
1312934400,80.65,87.67,76.99,0.89,1008.7,11.51,221.0,0.44,1.0,6.216
1313020800,78.88,82.55,75.19,0.89,1009.2,9.21,230.0,0.75,1.0,6.216
1313107200,80.65,87.67,76.99,0.89,1008.0,6.91,251.0,0.19,1.0,6.216
1313193600,80.65,86.25,75.19,0.84,1007.1,2.29,260.0,0.44,1.0,6.216
1313280000,75.25,77.17,75.19,1.0,1008.7,2.29,71.0,0.44,1.0,2.175
1313366400,77.06,78.88,75.19,0.9400000000000001,1010.0,4.48,,0.75,1.0,6.216
1313452800,75.25,77.17,75.19,1.0,1010.1,2.29,50.0,0.44,1.0,1.5550000000000002
1313539200,78.88,83.38,78.81,1.0,1009.7,4.61,240.0,0.44,1.0,6.216
1313625600,78.88,82.95,76.99,0.9400000000000001,1009.9,4.61,251.0,0.44,1.0,4.974
1313712000,77.06,78.62,73.39,0.88,1009.4,3.46,20.0,0.75,1.0,5.591
1313798400,77.06,78.88,75.19,0.9400000000000001,1009.8,2.29,290.0,0.75,1.0,4.974
1313884800,78.88,82.95,76.99,0.9400000000000001,1010.3,2.29,330.0,0.75,1.0,3.73
1313971200,77.06,79.15,76.99,1.0,1008.8,5.74,20.0,0.75,1.0,2.7960000000000003
1314057600,77.06,78.88,75.19,0.9400000000000001,1008.0,0.0,,0.44,1.0,5.591
1314144000,75.25,77.17,75.19,1.0,1007.1,0.0,,0.75,1.0,3.108
1314230400,78.88,82.55,75.19,0.89,1007.0,3.46,80.0,0.75,1.0,4.974
1314316800,77.06,78.88,75.19,0.9400000000000001,1006.1,5.74,191.0,0.75,1.0,6.216
1314403200,78.88,82.55,75.19,0.89,1006.0,2.29,240.0,0.44,1.0,6.216
1314489600,78.88,82.55,75.19,0.89,1006.9,8.05,221.0,0.75,1.0,6.216
1314576000,78.88,82.55,75.19,0.89,1008.8,5.74,180.0,0.44,1.0,6.216
1314662400,78.88,82.55,75.19,0.89,1009.6,5.74,221.0,0.75,1.0,6.216
1314748800,78.88,83.38,78.81,1.0,1008.7,9.21,230.0,0.44,1.0,6.216
1314835200,78.88,82.95,76.99,0.9400000000000001,1008.2,5.74,251.0,0.75,1.0,6.216
1314921600,77.06,79.15,76.99,1.0,1008.4,6.91,230.0,0.44,1.0,6.216
1315008000,80.65,89.44,78.81,0.9400000000000001,1008.6,6.91,200.0,0.44,1.0,6.216
1315094400,80.65,86.25,75.19,0.84,,6.91,221.0,0.19,1.0,6.216
1315180800,80.65,86.25,75.19,0.84,1009.7,10.35,210.0,0.44,1.0,6.216
1315267200,80.65,87.67,76.99,0.89,1010.0,6.91,230.0,0.44,1.0,6.216
1315353600,80.65,87.67,76.99,0.89,1009.3,0.0,,0.44,1.0,6.216
1315440000,80.65,89.44,78.81,0.9400000000000001,1008.0,6.91,251.0,0.75,1.0,6.216
1315526400,78.88,83.38,78.81,1.0,1008.4,6.91,210.0,0.75,1.0,6.216
1315612800,77.06,78.88,75.19,0.9400000000000001,1006.9,10.35,210.0,0.75,1.0,6.216
1315699200,75.25,77.17,75.19,1.0,1006.6,5.74,170.0,0.75,1.0,6.216
1315785600,77.06,79.15,76.99,1.0,1008.9,4.61,110.0,0.75,1.0,4.974
1315872000,78.88,82.95,76.99,0.9400000000000001,1009.4,2.29,50.0,0.44,1.0,2.67
1315958400,80.65,89.44,78.81,0.9400000000000001,1009.6,4.61,240.0,0.44,1.0,6.216
1316044800,78.88,82.95,76.99,0.9400000000000001,1009.3,4.61,240.0,0.75,1.0,6.216
1316131200,78.88,82.18,73.39,0.8300000000000001,1008.3,4.61,11.0,0.44,1.0,6.216
1316217600,78.88,83.38,78.81,1.0,1006.8,5.74,230.0,0.44,1.0,6.216
1316304000,82.48,92.93,78.81,0.89,1007.9,5.74,221.0,0.44,1.0,6.216
1316390400,80.65,89.44,78.81,0.9400000000000001,1008.3,11.51,210.0,0.44,1.0,6.216
1316476800,78.88,82.55,75.19,0.89,1010.4,6.91,221.0,0.75,1.0,6.216
1316563200,77.06,78.88,75.19,0.9400000000000001,1009.4,2.29,0.0,0.75,1.0,6.216
1316649600,75.25,76.89,73.39,0.9400000000000001,1009.1,5.74,260.0,0.75,1.0,6.216
1316736000,75.25,77.17,75.19,1.0,1008.5,10.35,221.0,0.75,1.0,3.73
1316822400,75.25,77.17,75.19,1.0,1009.4,4.61,311.0,1.0,1.0,4.346
1316908800,78.88,82.55,75.19,0.89,1008.7,2.29,311.0,0.75,1.0,6.216
1316995200,77.06,79.15,76.99,1.0,1007.2,6.91,240.0,0.44,1.0,4.974
1317081600,75.25,77.17,75.19,1.0,1005.5,3.46,311.0,0.75,1.0,2.422
1317168000,75.25,77.17,75.19,1.0,,6.91,230.0,0.75,1.0,6.216
1317254400,78.88,82.95,76.99,0.9400000000000001,1007.2,4.61,240.0,0.75,1.0,6.216
1317340800,78.88,83.38,78.81,1.0,1008.3,9.21,200.0,0.75,1.0,6.216
1317427200,78.88,83.38,78.81,1.0,1009.1,6.91,191.0,0.44,1.0,6.216
1317513600,78.88,83.38,78.81,1.0,1007.7,0.0,,0.44,1.0,6.216
1317600000,80.65,89.44,78.81,0.9400000000000001,1006.9,5.74,230.0,0.75,1.0,6.216
1317686400,77.06,79.15,76.99,1.0,1007.9,4.61,200.0,0.75,1.0,2.488
1317772800,77.06,79.15,76.99,1.0,1009.4,3.46,251.0,0.75,1.0,3.73
1317859200,77.06,79.15,76.99,1.0,1010.4,2.29,50.0,0.75,1.0,3.108
1317945600,78.88,83.38,78.81,1.0,1010.7,2.29,0.0,0.44,1.0,4.346
1318032000,77.06,78.88,75.19,0.9400000000000001,1010.5,4.61,251.0,0.44,1.0,6.216
1318118400,77.06,79.15,76.99,1.0,1009.4,3.46,41.0,0.44,1.0,4.974
1318204800,75.25,77.17,75.19,1.0,1010.2,2.29,41.0,0.75,1.0,2.7960000000000003
1318291200,78.88,83.38,78.81,1.0,1010.6,2.29,0.0,0.44,1.0,5.591
1318377600,78.88,82.95,76.99,0.9400000000000001,1010.6,2.29,110.0,0.44,1.0,4.974
1318464000,78.88,83.38,78.81,1.0,1010.6,3.46,180.0,0.75,1.0,6.216
1318550400,78.88,82.95,76.99,0.9400000000000001,1009.9,4.61,210.0,0.44,1.0,3.73
1318636800,77.06,79.15,76.99,1.0,1010.0,2.29,0.0,0.44,1.0,3.108
1318723200,78.88,82.55,75.19,0.89,1009.9,2.29,71.0,0.44,1.0,6.216
1318809600,78.88,83.38,78.81,1.0,1011.0,2.29,0.0,0.75,1.0,6.216
1318896000,77.06,79.15,76.99,1.0,1011.2,4.61,0.0,0.44,1.0,6.216
1318982400,75.25,77.17,75.19,1.0,1008.7,5.74,0.0,0.44,1.0,3.108
1319068800,75.25,77.17,75.19,1.0,1010.2,5.74,0.0,0.44,1.0,4.974
1319155200,77.06,79.15,76.99,1.0,1010.2,3.46,41.0,0.19,1.0,3.73
1319241600,78.88,82.95,76.99,0.9400000000000001,1009.4,4.61,30.0,0.44,1.0,3.73
1319328000,77.06,78.88,75.19,0.9400000000000001,1009.7,3.46,350.0,0.44,1.0,3.108
1319414400,75.25,77.17,75.19,1.0,1009.9,4.61,50.0,0.44,1.0,6.216
1319500800,78.88,82.95,76.99,0.9400000000000001,1009.5,0.0,,0.19,1.0,4.974
1319587200,77.06,78.88,75.19,0.9400000000000001,1009.2,1.16,0.0,0.44,1.0,2.237
1319673600,77.06,79.15,76.99,1.0,1010.0,3.46,0.0,0.44,1.0,3.73
1319760000,77.06,78.88,75.19,0.9400000000000001,1010.0,6.91,11.0,0.44,1.0,6.216
1319846400,77.06,78.88,75.19,0.9400000000000001,1009.6,3.46,20.0,0.44,1.0,4.974
1319932800,75.25,76.89,73.39,0.9400000000000001,1008.3,2.29,11.0,0.44,1.0,6.216
1320019200,77.06,78.88,75.19,0.9400000000000001,1008.4,3.46,60.0,0.19,1.0,4.974
1320105600,75.25,77.17,75.19,1.0,1008.9,1.16,30.0,0.44,1.0,1.429
1320192000,77.06,78.88,75.19,0.9400000000000001,1008.4,2.29,11.0,0.19,1.0,4.974
1320278400,78.88,82.55,75.19,0.89,1008.1,3.46,350.0,0.75,1.0,6.216
1320364800,75.25,77.17,75.19,1.0,1008.4,4.61,350.0,0.19,1.0,6.216
1320451200,78.88,82.95,76.99,0.9400000000000001,1008.0,6.91,320.0,0.44,1.0,6.216
1320537600,73.45,75.18,73.39,1.0,1007.5,3.46,341.0,0.75,1.0,6.216
1320624000,73.45,75.18,73.39,1.0,1006.8,4.61,330.0,0.75,1.0,4.974
1320710400,75.25,77.17,75.19,1.0,1007.2,1.16,281.0,0.75,1.0,3.108
1320796800,78.88,83.38,78.81,1.0,1008.7,0.0,,0.75,1.0,1.862
1320883200,75.25,77.17,75.19,1.0,1009.7,3.46,20.0,0.75,1.0,3.73
1320969600,77.06,79.15,76.99,1.0,1011.6,6.91,71.0,0.44,1.0,4.974
1321056000,73.45,75.18,73.39,1.0,1012.5,4.61,71.0,0.44,1.0,2.609
1321142400,75.25,77.17,75.19,1.0,1012.1,3.46,50.0,0.44,1.0,0.931
1321228800,77.06,78.88,75.19,0.9400000000000001,1011.6,0.0,,0.19,1.0,4.346
1321315200,73.45,75.18,73.39,1.0,1012.4,4.61,60.0,0.19,1.0,6.216
1321401600,75.25,77.17,75.19,1.0,1009.4,3.46,20.0,0.19,1.0,4.974
1321488000,78.88,82.55,75.19,0.89,1009.5,0.0,,0.44,0.0,6.216
1321574400,78.88,82.95,76.99,0.9400000000000001,1008.7,3.46,131.0,0.44,0.0,6.216
1321660800,75.25,77.17,75.19,1.0,1010.6,3.46,20.0,0.44,0.0,1.244
1321747200,75.25,76.89,73.39,0.9400000000000001,1011.8,5.74,80.0,0.44,0.0,3.73
1321833600,75.25,76.64,71.61,0.88,1011.5,3.46,20.0,0.75,0.0,3.73
1321920000,77.06,78.62,73.39,0.88,1009.5,3.46,50.0,0.44,0.0,6.216
1322006400,78.88,81.84,71.61,0.78,1010.5,3.46,11.0,0.19,0.0,6.216
1322092800,75.25,76.39,69.81,0.8300000000000001,1010.4,6.91,350.0,0.44,0.0,6.216
1322179200,75.25,76.64,71.61,0.88,1010.0,2.29,341.0,0.75,0.0,6.216
1322265600,75.25,77.17,75.19,1.0,1009.0,2.29,0.0,0.19,0.0,4.974
1322352000,77.06,79.15,76.99,1.0,1008.8,4.61,320.0,0.44,0.0,4.974
1322438400,77.06,78.88,75.19,0.9400000000000001,1007.8,2.29,11.0,0.19,0.0,5.591
1322524800,75.25,77.17,75.19,1.0,1009.3,3.46,341.0,0.44,0.0,1.8010000000000002
1322611200,75.25,77.17,75.19,1.0,1009.6,3.46,60.0,0.44,0.0,1.5550000000000002
1322697600,75.25,77.17,75.19,1.0,1009.3,3.46,350.0,0.44,0.0,0.621
1322784000,73.45,74.65,69.81,0.88,1009.7,6.91,0.0,0.19,0.0,6.216
1322870400,71.67,73.23,71.61,1.0,1008.8,3.46,11.0,0.44,0.0,2.609
1322956800,73.45,75.18,73.39,1.0,1010.5,2.29,30.0,0.44,0.0,1.862
1323043200,69.87,71.25,69.81,1.0,1010.7,2.29,330.0,0.44,0.0,2.364
1323129600,73.45,74.65,69.81,0.88,1010.0,5.74,0.0,0.75,0.0,6.216
1323216000,78.88,83.38,78.81,1.0,1009.7,4.61,30.0,0.75,0.0,2.422
1323302400,75.25,77.17,75.19,1.0,1009.3,2.29,20.0,0.75,0.0,2.982
1323388800,73.45,75.18,73.39,1.0,1010.4,3.46,0.0,0.75,0.0,6.216
1323475200,71.67,72.69,68.0,0.88,1010.0,4.61,341.0,0.44,0.0,6.216
1323561600,73.45,73.53,60.8,0.65,1011.6,8.05,30.0,0.75,0.0,6.216
1323648000,68.06,68.46,62.59,0.8300000000000001,1011.8,6.91,0.0,0.19,0.0,6.216
1323734400,71.67,72.2,64.4,0.78,1011.2,5.74,350.0,0.75,0.0,6.216
1323820800,71.67,72.95,69.81,0.9400000000000001,1010.5,5.74,330.0,0.75,0.0,6.216
1323907200,73.45,75.18,73.39,1.0,1010.4,3.46,341.0,0.44,0.0,6.216
1323993600,73.45,75.18,73.39,1.0,1010.2,3.46,41.0,0.19,0.0,2.048
1324080000,73.45,74.65,69.81,0.88,1011.0,3.46,0.0,0.19,0.0,6.216
1324166400,71.67,72.44,66.21,0.8300000000000001,1010.8,5.74,20.0,0.44,0.0,6.216
1324252800,71.67,72.44,66.21,0.8300000000000001,1010.5,6.91,341.0,0.19,0.0,6.216
1324339200,71.67,72.44,66.21,0.8300000000000001,1009.8,6.91,330.0,0.75,0.0,6.216
1324425600,73.45,74.91,71.61,0.9400000000000001,1009.6,4.61,350.0,0.75,0.0,6.216
1324512000,75.25,77.17,75.19,1.0,1009.9,0.0,,0.44,0.0,1.862
1324598400,75.25,76.64,71.61,0.88,1009.6,4.61,30.0,0.44,0.0,6.216
1324684800,73.45,74.16,66.21,0.78,1010.3,6.91,20.0,0.75,0.0,6.216
1324771200,66.27,66.48,60.8,0.8300000000000001,1012.5,5.74,0.0,0.44,0.0,3.73
1324857600,66.27,66.48,60.8,0.8300000000000001,1013.5,5.74,350.0,0.44,0.0,5.591
1324944000,71.67,72.95,69.81,0.9400000000000001,1012.0,4.61,0.0,0.75,0.0,5.591
1325030400,73.45,75.18,73.39,1.0,1013.7,4.61,11.0,0.75,0.0,3.108
1325116800,71.67,72.44,66.21,0.8300000000000001,1012.8,2.29,11.0,0.44,0.0,6.216
1325203200,73.45,74.65,69.81,0.88,1012.4,4.61,0.0,0.44,0.0,6.216
1325289600,73.45,74.91,71.61,0.9400000000000001,1013.1,4.61,11.0,0.75,0.0,6.216
